date,actual_balances_bln,required_reserves_bln,accounting_reserves_bln,ruonia
2020-02-22,1241.4,1125.28,202.55,7.949
2020-02-23,1258.1,1124.66,202.44,7.815
2020-02-24,1213.49,1124.04,202.33,7.635
2020-02-25,1258.68,1123.41,202.21,7.546
2020-02-26,1298.22,1122.78,202.1,7.732
2020-02-27,1295.46,1122.15,201.99,7.9
2020-02-28,1264.31,1121.51,201.87,8.072
2020-02-29,1253.04,1120.88,201.76,7.76
2020-03-01,1300.34,1120.24,201.64,7.794
2020-03-02,1245.28,1119.61,201.53,7.837
2020-03-03,1326.02,1118.97,201.42,7.496
2020-03-04,1301.26,1118.34,201.3,7.99
2020-03-05,1349.45,1117.72,201.19,7.808
2020-03-06,1273.03,1117.09,201.08,8.014
2020-03-07,1261.65,1116.48,200.97,7.705
2020-03-08,1238.18,1115.86,200.86,7.724
2020-03-09,1230.58,1115.26,200.75,7.611
2020-03-10,1203.83,1114.66,200.64,7.283
2020-03-11,1241.93,1114.07,200.53,7.557
2020-03-12,1237.51,1113.49,200.43,7.75
2020-03-13,1254.92,1112.92,200.33,7.734
2020-03-14,1230.3,1112.36,200.23,7.764
2020-03-15,1187.3,1111.82,200.13,7.719
2020-03-16,1170.6,1111.28,200.03,7.646
2020-03-17,1155.28,1110.76,199.94,7.57
2020-03-18,1281.16,1110.25,199.84,7.706
2020-03-19,1225.93,1109.75,199.76,7.954
2020-03-20,1271.06,1109.27,199.67,8.081
2020-03-21,1246.82,1108.81,199.59,7.848
2020-03-22,1240.74,1108.36,199.5,7.97
2020-03-23,1226.45,1107.93,199.43,7.952
2020-03-24,1248.95,1107.52,199.35,7.879
2020-03-25,1236.71,1107.12,199.28,7.576
2020-03-26,1232.87,1106.74,199.21,7.87
2020-03-27,1261.36,1106.39,199.15,8.27
2020-03-28,1248.82,1106.05,199.09,7.925
2020-03-29,1240.99,1105.73,199.03,7.667
2020-03-30,1278.63,1105.43,198.98,8.0
2020-03-31,1270.93,1105.16,198.93,7.873
2020-04-01,1289.72,1104.9,198.88,8.083
2020-04-02,1275.02,1104.67,198.84,8.061
2020-04-03,1263.61,1104.46,198.8,8.102
2020-04-04,1332.51,1104.27,198.77,8.036
2020-04-05,1331.24,1104.11,198.74,7.989
2020-04-06,1318.14,1103.97,198.71,8.124
2020-04-07,1290.2,1103.85,198.69,7.986
2020-04-08,1220.69,1103.76,198.68,7.506
2020-04-09,1254.88,1103.68,198.66,7.826
2020-04-10,1212.56,1103.64,198.65,7.928
2020-04-11,1201.2,1103.62,198.65,7.879
2020-04-12,1250.18,1103.62,198.65,7.595
2020-04-13,1201.19,1103.64,198.66,7.729
2020-04-14,1234.05,1103.69,198.66,7.718
2020-04-15,1157.24,1103.77,198.68,7.991
2020-04-16,1192.55,1103.87,198.7,7.667
2020-04-17,1220.41,1103.99,198.72,7.713
2020-04-18,1240.04,1104.14,198.75,7.93
2020-04-19,1229.2,1104.31,198.78,7.817
2020-04-20,1206.21,1104.51,198.81,7.712
2020-04-21,1254.02,1104.73,198.85,7.503
2020-04-22,1213.06,1104.97,198.89,7.856
2020-04-23,1229.22,1105.24,198.94,8.027
2020-04-24,1206.92,1105.53,198.99,7.938
2020-04-25,1272.47,1105.84,199.05,8.171
2020-04-26,1268.96,1106.17,199.11,7.848
2020-04-27,1249.18,1106.53,199.18,7.943
2020-04-28,1231.53,1106.91,199.24,7.833
2020-04-29,1298.21,1107.31,199.32,7.974
2020-04-30,1264.01,1107.73,199.39,7.981
2020-05-01,1255.23,1108.18,199.47,8.125
2020-05-02,1247.79,1108.64,199.56,7.908
2020-05-03,1278.62,1109.12,199.64,7.868
2020-05-04,1266.11,1109.63,199.73,7.792
2020-05-05,1288.5,1110.15,199.83,7.726
2020-05-06,1251.32,1110.68,199.92,7.631
2020-05-07,1227.98,1111.24,200.02,7.922
2020-05-08,1243.89,1111.81,200.13,7.634
2020-05-09,1218.54,1112.4,200.23,7.655
2020-05-10,1232.93,1113.01,200.34,7.662
2020-05-11,1269.59,1113.63,200.45,7.586
2020-05-12,1214.51,1114.26,200.57,7.463
2020-05-13,1224.73,1114.91,200.68,7.246
2020-05-14,1175.46,1115.57,200.8,7.664
2020-05-15,1236.8,1116.25,200.92,7.347
2020-05-16,1186.44,1116.93,201.05,7.727
2020-05-17,1214.08,1117.63,201.17,7.476
2020-05-18,1253.0,1118.33,201.3,7.763
2020-05-19,1264.88,1119.05,201.43,7.545
2020-05-20,1263.09,1119.77,201.56,7.537
2020-05-21,1236.62,1120.5,201.69,7.823
2020-05-22,1270.29,1121.23,201.82,7.798
2020-05-23,1230.76,1121.98,201.96,7.68
2020-05-24,1267.23,1122.73,202.09,7.653
2020-05-25,1245.59,1123.48,202.23,7.911
2020-05-26,1267.17,1124.23,202.36,7.689
2020-05-27,1255.68,1124.99,202.5,7.783
2020-05-28,1274.13,1125.75,202.64,7.827
2020-05-29,1257.11,1126.51,202.77,7.913
2020-05-30,1294.16,1127.27,202.91,7.648
2020-05-31,1297.6,1128.03,203.05,7.327
2020-06-01,1292.28,1128.79,203.18,7.487
2020-06-02,1309.83,1129.55,203.32,7.616
2020-06-03,1319.95,1130.3,203.45,7.47
2020-06-04,1308.27,1131.05,203.59,7.633
2020-06-05,1252.5,1131.79,203.72,7.329
2020-06-06,1235.28,1132.53,203.85,7.528
2020-06-07,1309.59,1133.26,203.99,7.34
2020-06-08,1280.38,1133.98,204.12,7.263
2020-06-09,1260.77,1134.69,204.24,7.268
2020-06-10,1276.93,1135.4,204.37,7.256
2020-06-11,1202.89,1136.09,204.5,7.351
2020-06-12,1184.57,1136.78,204.62,7.193
2020-06-13,1225.85,1137.45,204.74,7.007
2020-06-14,1197.78,1138.11,204.86,7.189
2020-06-15,1216.37,1138.76,204.98,7.145
2020-06-16,1219.86,1139.39,205.09,7.259
2020-06-17,1229.93,1140.01,205.2,7.369
2020-06-18,1249.83,1140.62,205.31,7.685
2020-06-19,1279.93,1141.21,205.42,7.384
2020-06-20,1269.0,1141.78,205.52,7.396
2020-06-21,1275.25,1142.34,205.62,7.397
2020-06-22,1256.56,1142.88,205.72,7.578
2020-06-23,1300.28,1143.4,205.81,7.459
2020-06-24,1270.84,1143.9,205.9,7.482
2020-06-25,1316.71,1144.38,205.99,7.367
2020-06-26,1265.96,1144.85,206.07,7.315
2020-06-27,1306.26,1145.29,206.15,7.45
2020-06-28,1295.81,1145.71,206.23,7.124
2020-06-29,1297.45,1146.11,206.3,7.162
2020-06-30,1326.16,1146.49,206.37,7.184
2020-07-01,1312.99,1146.85,206.43,7.455
2020-07-02,1267.76,1147.18,206.49,7.287
2020-07-03,1264.86,1147.5,206.55,7.044
2020-07-04,1365.08,1147.79,206.6,7.331
2020-07-05,1367.72,1148.05,206.65,7.088
2020-07-06,1384.34,1148.3,206.69,7.111
2020-07-07,1343.1,1148.52,206.73,7.103
2020-07-08,1244.2,1148.71,206.77,6.897
2020-07-09,1261.1,1148.88,206.8,7.09
2020-07-10,1266.9,1149.03,206.83,6.819
2020-07-11,1239.62,1149.16,206.85,6.875
2020-07-12,1292.18,1149.25,206.87,6.92
2020-07-13,1298.58,1149.33,206.88,6.699
2020-07-14,1252.79,1149.38,206.89,6.587
2020-07-15,1234.84,1149.41,206.89,6.926
2020-07-16,1199.55,1149.41,206.89,7.047
2020-07-17,1255.49,1149.38,206.89,6.915
2020-07-18,1287.31,1149.34,206.88,6.869
2020-07-19,1274.42,1149.27,206.87,7.091
2020-07-20,1287.71,1149.17,206.85,6.741
2020-07-21,1261.91,1149.06,206.83,6.986
2020-07-22,1277.15,1148.91,206.8,6.909
2020-07-23,1242.76,1148.75,206.77,6.943
2020-07-24,1300.43,1148.56,206.74,7.037
2020-07-25,1277.57,1148.35,206.7,7.003
2020-07-26,1309.91,1148.12,206.66,6.85
2020-07-27,1285.52,1147.86,206.62,6.933
2020-07-28,1293.23,1147.59,206.57,6.817
2020-07-29,1276.29,1147.29,206.51,7.055
2020-07-30,1326.58,1146.97,206.46,7.039
2020-07-31,1297.35,1146.64,206.39,6.93
2020-08-01,1312.24,1146.28,206.33,6.845
2020-08-02,1328.55,1145.9,206.26,6.654
2020-08-03,1335.79,1145.51,206.19,6.823
2020-08-04,1299.0,1145.09,206.12,6.754
2020-08-05,1263.51,1144.66,206.04,6.33
2020-08-06,1286.68,1144.21,205.96,6.619
2020-08-07,1259.95,1143.75,205.88,6.584
2020-08-08,1260.93,1143.27,205.79,6.818
2020-08-09,1265.65,1142.78,205.7,6.328
2020-08-10,1254.24,1142.27,205.61,6.296
2020-08-11,1228.22,1141.74,205.51,6.612
2020-08-12,1243.13,1141.21,205.42,6.71
2020-08-13,1258.29,1140.66,205.32,6.527
2020-08-14,1205.53,1140.1,205.22,6.551
2020-08-15,1212.7,1139.53,205.12,6.638
2020-08-16,1183.18,1138.95,205.01,6.189
2020-08-17,1227.57,1138.36,204.9,6.182
2020-08-18,1269.02,1137.76,204.8,6.633
2020-08-19,1247.67,1137.16,204.69,6.922
2020-08-20,1265.03,1136.55,204.58,6.754
2020-08-21,1234.57,1135.93,204.47,6.83
2020-08-22,1237.84,1135.31,204.36,6.892
2020-08-23,1229.45,1134.68,204.24,6.914
2020-08-24,1240.51,1134.05,204.13,6.531
2020-08-25,1297.53,1133.42,204.01,6.61
2020-08-26,1256.32,1132.78,203.9,6.902
2020-08-27,1288.34,1132.15,203.79,6.572
2020-08-28,1265.93,1131.51,203.67,6.89
2020-08-29,1307.59,1130.88,203.56,6.584
2020-08-30,1274.85,1130.24,203.44,6.625
2020-08-31,1304.54,1129.61,203.33,6.523
2020-09-01,1310.49,1128.99,203.22,6.451
2020-09-02,1365.33,1128.36,203.11,6.52
2020-09-03,1331.68,1127.75,202.99,6.743
2020-09-04,1307.19,1127.13,202.88,6.843
2020-09-05,1266.33,1126.53,202.78,6.399
2020-09-06,1297.85,1125.93,202.67,6.331
2020-09-07,1213.04,1125.34,202.56,6.332
2020-09-08,1227.01,1124.76,202.46,6.161
2020-09-09,1235.69,1124.19,202.35,6.44
2020-09-10,1225.96,1123.63,202.25,6.524
2020-09-11,1221.14,1123.09,202.16,6.753
2020-09-12,1192.45,1122.55,202.06,6.337
2020-09-13,1244.36,1122.03,201.96,6.237
2020-09-14,1174.46,1121.52,201.87,6.326
2020-09-15,1193.9,1121.02,201.78,6.348
2020-09-16,1214.41,1120.54,201.7,6.26
2020-09-17,1184.67,1120.08,201.61,6.351
2020-09-18,1228.78,1119.63,201.53,6.731
2020-09-19,1216.92,1119.2,201.46,6.51
2020-09-20,1239.2,1118.79,201.38,6.471
2020-09-21,1226.77,1118.39,201.31,6.475
2020-09-22,1248.6,1118.01,201.24,6.601
2020-09-23,1215.38,1117.66,201.18,6.485
2020-09-24,1267.59,1117.32,201.12,6.413
2020-09-25,1256.92,1117.0,201.06,6.422
2020-09-26,1264.22,1116.7,201.01,6.445
2020-09-27,1298.15,1116.43,200.96,6.351
2020-09-28,1263.65,1116.17,200.91,6.435
2020-09-29,1264.3,1115.94,200.87,6.33
2020-09-30,1275.05,1115.73,200.83,6.466
2020-10-01,1289.22,1115.54,200.8,6.535
2020-10-02,1297.08,1115.38,200.77,6.595
2020-10-03,1285.45,1115.24,200.74,6.752
2020-10-04,1262.66,1115.12,200.72,6.587
2020-10-05,1296.94,1115.03,200.7,6.456
2020-10-06,1317.87,1114.96,200.69,6.419
2020-10-07,1312.16,1114.91,200.68,6.501
2020-10-08,1263.33,1114.89,200.68,6.422
2020-10-09,1276.39,1114.89,200.68,6.474
2020-10-10,1245.32,1114.91,200.68,6.242
2020-10-11,1253.3,1114.96,200.69,6.27
2020-10-12,1233.27,1115.04,200.71,5.97
2020-10-13,1247.09,1115.14,200.72,6.261
2020-10-14,1243.09,1115.26,200.75,6.408
2020-10-15,1216.35,1115.41,200.77,6.364
2020-10-16,1204.46,1115.58,200.8,6.637
2020-10-17,1178.64,1115.78,200.84,6.263
2020-10-18,1247.47,1116.0,200.88,6.561
2020-10-19,1237.36,1116.24,200.92,6.48
2020-10-20,1256.25,1116.51,200.97,6.495
2020-10-21,1225.98,1116.8,201.02,6.576
2020-10-22,1238.38,1117.11,201.08,6.684
2020-10-23,1193.03,1117.44,201.14,6.797
2020-10-24,1286.41,1117.8,201.2,6.811
2020-10-25,1248.58,1118.18,201.27,6.563
2020-10-26,1269.46,1118.58,201.34,6.612
2020-10-27,1298.35,1119.01,201.42,6.454
2020-10-28,1280.29,1119.45,201.5,6.714
2020-10-29,1313.13,1119.91,201.58,6.614
2020-10-30,1261.67,1120.39,201.67,6.861
2020-10-31,1349.01,1120.9,201.76,6.947
2020-11-01,1326.83,1121.42,201.85,6.586
2020-11-02,1313.27,1121.95,201.95,6.29
2020-11-03,1344.64,1122.51,202.05,6.513
2020-11-04,1290.92,1123.08,202.16,6.811
2020-11-05,1242.2,1123.67,202.26,6.565
2020-11-06,1280.78,1124.28,202.37,6.554
2020-11-07,1206.93,1124.9,202.48,6.598
2020-11-08,1257.93,1125.53,202.6,6.456
2020-11-09,1253.64,1126.18,202.71,6.497
2020-11-10,1280.5,1126.84,202.83,6.488
2020-11-11,1196.75,1127.52,202.95,6.646
2020-11-12,1260.79,1128.2,203.08,6.593
2020-11-13,1206.59,1128.9,203.2,6.686
2020-11-14,1202.58,1129.6,203.33,6.494
2020-11-15,1179.37,1130.32,203.46,6.38
2020-11-16,1176.77,1131.04,203.59,6.612
2020-11-17,1204.9,1131.77,203.72,6.461
2020-11-18,1237.97,1132.51,203.85,6.868
2020-11-19,1276.43,1133.25,203.98,6.873
2020-11-20,1244.68,1134.0,204.12,6.816
2020-11-21,1233.18,1134.75,204.25,6.843
2020-11-22,1250.35,1135.5,204.39,6.937
2020-11-23,1272.89,1136.26,204.53,6.786
2020-11-24,1264.21,1137.02,204.66,6.543
2020-11-25,1277.04,1137.78,204.8,6.811
2020-11-26,1298.49,1138.54,204.94,7.138
2020-11-27,1314.52,1139.3,205.07,6.928
2020-11-28,1291.79,1140.06,205.21,6.693
2020-11-29,1283.6,1140.82,205.35,7.06
2020-11-30,1315.96,1141.57,205.48,6.871
2020-12-01,1331.81,1142.32,205.62,6.81
2020-12-02,1295.67,1143.06,205.75,6.863
2020-12-03,1313.5,1143.8,205.88,7.126
2020-12-04,1321.31,1144.53,206.01,6.961
2020-12-05,1335.2,1145.25,206.14,7.12
2020-12-06,1254.19,1145.96,206.27,6.722
2020-12-07,1286.15,1146.67,206.4,6.643
2020-12-08,1233.49,1147.36,206.53,6.661
2020-12-09,1230.91,1148.05,206.65,6.712
2020-12-10,1254.0,1148.72,206.77,6.948
2020-12-11,1252.18,1149.38,206.89,6.749
2020-12-12,1218.01,1150.03,207.01,6.615
2020-12-13,1230.21,1150.66,207.12,6.808
2020-12-14,1228.13,1151.28,207.23,6.768
2020-12-15,1221.87,1151.89,207.34,6.781
2020-12-16,1227.9,1152.48,207.45,6.862
2020-12-17,1204.79,1153.05,207.55,6.864
2020-12-18,1317.64,1153.61,207.65,7.278
2020-12-19,1292.84,1154.15,207.75,7.136
2020-12-20,1262.66,1154.67,207.84,7.008
2020-12-21,1282.25,1155.17,207.93,6.986
2020-12-22,1284.13,1155.65,208.02,7.297
2020-12-23,1310.79,1156.12,208.1,6.937
2020-12-24,1274.87,1156.56,208.18,7.295
2020-12-25,1310.16,1156.98,208.26,7.065
2020-12-26,1300.39,1157.38,208.33,7.211
2020-12-27,1339.21,1157.76,208.4,7.097
2020-12-28,1342.19,1158.12,208.46,6.857
2020-12-29,1325.68,1158.45,208.52,7.185
2020-12-30,1322.98,1158.77,208.58,7.183
2020-12-31,1346.86,1159.06,208.63,7.067
2021-01-01,1337.97,1159.32,208.68,7.451
2021-01-02,1384.15,1159.57,208.72,7.481
2021-01-03,1352.96,1159.79,208.76,7.413
2021-01-04,1344.99,1159.98,208.8,7.235
2021-01-05,1345.01,1160.15,208.83,7.228
2021-01-06,1328.14,1160.3,208.85,7.473
2021-01-07,1365.28,1160.43,208.88,7.605
2021-01-08,1261.79,1160.52,208.89,7.321
2021-01-09,1299.51,1160.6,208.91,7.029
2021-01-10,1241.35,1160.65,208.92,7.092
2021-01-11,1266.2,1160.68,208.92,7.078
2021-01-12,1281.74,1160.68,208.92,6.839
2021-01-13,1201.86,1160.66,208.92,7.203
2021-01-14,1286.42,1160.61,208.91,7.509
2021-01-15,1225.81,1160.54,208.9,7.344
2021-01-16,1232.05,1160.44,208.88,7.402
2021-01-17,1236.19,1160.33,208.86,7.172
2021-01-18,1305.38,1160.18,208.83,7.348
2021-01-19,1292.5,1160.02,208.8,7.434
2021-01-20,1306.89,1159.83,208.77,7.38
2021-01-21,1296.31,1159.62,208.73,7.451
2021-01-22,1325.02,1159.39,208.69,7.75
2021-01-23,1300.56,1159.13,208.64,7.72
2021-01-24,1336.33,1158.86,208.59,7.36
2021-01-25,1318.05,1158.56,208.54,7.552
2021-01-26,1264.46,1158.24,208.48,7.456
2021-01-27,1368.17,1157.91,208.42,7.596
2021-01-28,1304.91,1157.55,208.36,7.7
2021-01-29,1357.26,1157.17,208.29,7.794
2021-01-30,1331.43,1156.78,208.22,7.641
2021-01-31,1360.05,1156.36,208.15,7.724
2021-02-01,1326.54,1155.93,208.07,7.548
2021-02-02,1359.32,1155.48,207.99,7.615
2021-02-03,1342.55,1155.02,207.9,7.529
2021-02-04,1384.01,1154.54,207.82,7.976
2021-02-05,1288.58,1154.05,207.73,7.553
2021-02-06,1297.67,1153.54,207.64,7.538
2021-02-07,1226.19,1153.01,207.54,7.182
2021-02-08,1267.3,1152.48,207.45,7.232
2021-02-09,1272.46,1151.93,207.35,7.508
2021-02-10,1261.66,1151.37,207.25,7.481
2021-02-11,1270.54,1150.8,207.14,7.305
2021-02-12,1233.62,1150.22,207.04,7.687
2021-02-13,1234.94,1149.63,206.93,7.452
2021-02-14,1252.3,1149.03,206.83,7.609
2021-02-15,1169.15,1148.43,206.72,7.383
2021-02-16,1226.03,1147.82,206.61,7.446
2021-02-17,1200.55,1147.2,206.5,7.65
2021-02-18,1253.9,1146.58,206.38,7.737
2021-02-19,1278.83,1145.95,206.27,7.753
2021-02-20,1297.35,1145.32,206.16,7.802
2021-02-21,1293.62,1144.69,206.04,7.846
2021-02-22,1269.64,1144.05,205.93,7.541
2021-02-23,1295.06,1143.42,205.82,7.527
2021-02-24,1299.26,1142.78,205.7,7.911
2021-02-25,1283.57,1142.15,205.59,7.825
2021-02-26,1276.28,1141.51,205.47,7.877
2021-02-27,1284.02,1140.88,205.36,7.654
2021-02-28,1323.02,1140.26,205.25,7.715
2021-03-01,1310.07,1139.63,205.13,7.748
2021-03-02,1293.92,1139.02,205.02,7.886
2021-03-03,1285.04,1138.4,204.91,7.766
2021-03-04,1344.58,1137.8,204.8,8.141
2021-03-05,1317.23,1137.2,204.7,7.885
2021-03-06,1338.14,1136.61,204.59,7.837
2021-03-07,1358.31,1136.03,204.49,8.022
2021-03-08,1230.92,1135.46,204.38,7.564
2021-03-09,1255.96,1134.9,204.28,7.496
2021-03-10,1249.09,1134.36,204.18,7.627
2021-03-11,1255.88,1133.82,204.09,7.891
2021-03-12,1268.47,1133.3,203.99,7.928
2021-03-13,1204.9,1132.79,203.9,7.604
2021-03-14,1239.16,1132.29,203.81,7.614
2021-03-15,1241.62,1131.81,203.73,7.58
2021-03-16,1207.26,1131.35,203.64,7.474
2021-03-17,1201.22,1130.9,203.56,7.667
2021-03-18,1277.06,1130.47,203.48,8.005
2021-03-19,1270.02,1130.06,203.41,8.164
2021-03-20,1271.03,1129.66,203.34,8.121
2021-03-21,1267.7,1129.28,203.27,7.852
2021-03-22,1232.35,1128.93,203.21,7.814
2021-03-23,1275.85,1128.59,203.15,7.941
2021-03-24,1281.34,1128.27,203.09,7.871
2021-03-25,1262.77,1127.97,203.04,8.092
2021-03-26,1230.08,1127.7,202.99,8.032
2021-03-27,1265.78,1127.44,202.94,7.873
2021-03-28,1278.77,1127.21,202.9,7.789
2021-03-29,1256.06,1127.0,202.86,8.024
2021-03-30,1280.34,1126.81,202.83,7.852
2021-03-31,1264.24,1126.65,202.8,8.146
2021-04-01,1315.24,1126.51,202.77,7.966
2021-04-02,1311.54,1126.39,202.75,8.082
2021-04-03,1276.8,1126.3,202.73,8.28
2021-04-04,1324.74,1126.23,202.72,7.779
2021-04-05,1318.48,1126.18,202.71,7.624
2021-04-06,1332.4,1126.16,202.71,8.025
2021-04-07,1312.28,1126.16,202.71,7.848
2021-04-08,1231.65,1126.18,202.71,7.772
2021-04-09,1229.34,1126.23,202.72,7.722
2021-04-10,1230.22,1126.31,202.74,7.769
2021-04-11,1237.16,1126.41,202.75,7.534
2021-04-12,1233.85,1126.53,202.78,7.571
2021-04-13,1219.67,1126.68,202.8,7.663
2021-04-14,1207.54,1126.85,202.83,7.564
2021-04-15,1202.13,1127.05,202.87,7.677
2021-04-16,1258.38,1127.27,202.91,7.736
2021-04-17,1180.22,1127.51,202.95,7.549
2021-04-18,1249.75,1127.78,203.0,7.83
2021-04-19,1330.46,1128.07,203.05,7.837
2021-04-20,1264.54,1128.38,203.11,7.791
2021-04-21,1223.62,1128.71,203.17,7.881
2021-04-22,1272.73,1129.07,203.23,7.985
2021-04-23,1235.89,1129.45,203.3,7.924
2021-04-24,1279.07,1129.85,203.37,8.027
2021-04-25,1258.93,1130.28,203.45,8.025
2021-04-26,1259.55,1130.72,203.53,7.738
2021-04-27,1311.21,1131.18,203.61,7.867
2021-04-28,1295.53,1131.66,203.7,7.853
2021-04-29,1312.13,1132.17,203.79,7.998
2021-04-30,1308.02,1132.69,203.88,8.156
2021-05-01,1296.17,1133.23,203.98,7.969
2021-05-02,1326.37,1133.78,204.08,7.603
2021-05-03,1345.71,1134.35,204.18,7.81
2021-05-04,1327.21,1134.94,204.29,7.917
2021-05-05,1367.79,1135.55,204.4,7.814
2021-05-06,1279.4,1136.17,204.51,7.782
2021-05-07,1266.44,1136.8,204.62,7.592
2021-05-08,1266.91,1137.45,204.74,7.436
2021-05-09,1262.58,1138.11,204.86,7.537
2021-05-10,1228.88,1138.79,204.98,7.248
2021-05-11,1250.11,1139.47,205.1,7.442
2021-05-12,1251.69,1140.17,205.23,7.696
2021-05-13,1231.7,1140.87,205.36,7.382
2021-05-14,1241.9,1141.59,205.49,7.47
2021-05-15,1228.45,1142.31,205.62,7.437
2021-05-16,1238.69,1143.04,205.75,7.458
2021-05-17,1230.45,1143.78,205.88,7.36
2021-05-18,1284.49,1144.52,206.01,7.832
2021-05-19,1246.7,1145.27,206.15,7.848
2021-05-20,1313.36,1146.02,206.28,7.863
2021-05-21,1269.4,1146.77,206.42,7.831
2021-05-22,1270.75,1147.53,206.56,7.798
2021-05-23,1266.5,1148.29,206.69,7.551
2021-05-24,1266.25,1149.05,206.83,7.694
2021-05-25,1315.3,1149.81,206.97,7.468
2021-05-26,1317.36,1150.57,207.1,7.77
2021-05-27,1303.19,1151.33,207.24,7.881
2021-05-28,1298.36,1152.09,207.38,7.773
2021-05-29,1322.13,1152.84,207.51,7.662
2021-05-30,1318.1,1153.59,207.65,7.635
2021-05-31,1320.13,1154.33,207.78,7.179
2021-06-01,1339.16,1155.07,207.91,7.568
2021-06-02,1328.71,1155.8,208.04,7.586
2021-06-03,1349.69,1156.52,208.17,7.661
2021-06-04,1353.17,1157.23,208.3,7.761
2021-06-05,1295.13,1157.94,208.43,7.352
2021-06-06,1269.98,1158.63,208.55,7.127
2021-06-07,1299.46,1159.32,208.68,7.181
2021-06-08,1262.66,1159.99,208.8,7.215
2021-06-09,1267.36,1160.65,208.92,7.288
2021-06-10,1264.41,1161.3,209.03,7.36
2021-06-11,1247.49,1161.93,209.15,7.474
2021-06-12,1287.62,1162.55,209.26,7.153
2021-06-13,1237.6,1163.16,209.37,7.207
2021-06-14,1236.93,1163.75,209.47,7.275
2021-06-15,1273.35,1164.32,209.58,6.92
2021-06-16,1226.95,1164.88,209.68,7.216
2021-06-17,1229.78,1165.42,209.78,7.191
2021-06-18,1276.97,1165.94,209.87,7.474
2021-06-19,1313.98,1166.44,209.96,7.344
2021-06-20,1312.01,1166.92,210.05,7.334
2021-06-21,1308.76,1167.39,210.13,7.51
2021-06-22,1304.92,1167.83,210.21,7.144
2021-06-23,1296.77,1168.25,210.29,7.222
2021-06-24,1287.05,1168.65,210.36,7.272
2021-06-25,1285.35,1169.03,210.43,7.643
2021-06-26,1337.43,1169.39,210.49,7.315
2021-06-27,1332.49,1169.72,210.55,7.268
2021-06-28,1307.6,1170.04,210.61,7.157
2021-06-29,1331.2,1170.33,210.66,7.099
2021-06-30,1331.17,1170.59,210.71,7.25
2021-07-01,1320.08,1170.84,210.75,7.64
2021-07-02,1355.3,1171.06,210.79,7.519
2021-07-03,1347.86,1171.25,210.83,7.184
2021-07-04,1340.54,1171.42,210.86,7.265
2021-07-05,1332.13,1171.57,210.88,7.021
2021-07-06,1332.02,1171.7,210.91,6.915
2021-07-07,1358.5,1171.79,210.92,7.317
2021-07-08,1293.54,1171.87,210.94,7.15
2021-07-09,1273.44,1171.92,210.95,7.143
2021-07-10,1302.97,1171.95,210.95,6.895
2021-07-11,1282.0,1171.95,210.95,6.833
2021-07-12,1289.99,1171.93,210.95,6.877
2021-07-13,1266.45,1171.88,210.94,6.842
2021-07-14,1245.94,1171.81,210.93,6.814
2021-07-15,1258.46,1171.71,210.91,6.733
2021-07-16,1221.09,1171.6,210.89,6.949
2021-07-17,1254.18,1171.45,210.86,6.999
2021-07-18,1285.92,1171.29,210.83,6.877
2021-07-19,1322.0,1171.1,210.8,7.032
2021-07-20,1290.84,1170.89,210.76,7.003
2021-07-21,1319.51,1170.66,210.72,7.12
2021-07-22,1270.74,1170.4,210.67,7.201
2021-07-23,1281.29,1170.13,210.62,7.021
2021-07-24,1306.77,1169.83,210.57,6.845
2021-07-25,1327.65,1169.51,210.51,6.877
2021-07-26,1343.22,1169.18,210.45,6.982
2021-07-27,1313.07,1168.82,210.39,6.819
2021-07-28,1358.89,1168.44,210.32,6.868
2021-07-29,1318.78,1168.05,210.25,6.8
2021-07-30,1356.14,1167.63,210.17,7.238
2021-07-31,1317.84,1167.2,210.1,7.062
2021-08-01,1353.92,1166.75,210.02,6.958
2021-08-02,1298.48,1166.29,209.93,6.917
2021-08-03,1329.62,1165.81,209.85,6.879
2021-08-04,1367.63,1165.32,209.76,6.848
2021-08-05,1260.19,1164.81,209.67,6.676
2021-08-06,1298.68,1164.28,209.57,6.653
2021-08-07,1307.94,1163.75,209.47,6.957
2021-08-08,1274.22,1163.2,209.38,6.611
2021-08-09,1259.81,1162.64,209.28,6.425
2021-08-10,1265.34,1162.07,209.17,6.546
2021-08-11,1248.16,1161.49,209.07,6.438
2021-08-12,1260.04,1160.9,208.96,6.808
2021-08-13,1256.88,1160.3,208.85,6.559
2021-08-14,1240.08,1159.7,208.75,6.635
2021-08-15,1275.94,1159.09,208.64,6.607
2021-08-16,1215.98,1158.47,208.52,6.463
2021-08-17,1255.84,1157.85,208.41,6.438
2021-08-18,1266.69,1157.22,208.3,6.748
2021-08-19,1286.75,1156.59,208.19,6.81
2021-08-20,1308.06,1155.96,208.07,6.759
2021-08-21,1305.24,1155.32,207.96,6.712
2021-08-22,1270.92,1154.69,207.84,6.849
2021-08-23,1293.66,1154.05,207.73,6.596
2021-08-24,1293.38,1153.42,207.62,6.527
2021-08-25,1276.16,1152.78,207.5,6.63
2021-08-26,1306.56,1152.15,207.39,6.895
2021-08-27,1339.78,1151.53,207.27,6.856
2021-08-28,1315.52,1150.9,207.16,6.782
2021-08-29,1324.19,1150.29,207.05,6.59
2021-08-30,1333.05,1149.68,206.94,6.629
2021-08-31,1292.3,1149.07,206.83,6.496
2021-09-01,1340.1,1148.47,206.73,6.614
